kind,shard,regime,act,width,seed,seedA,seedB,acc,accA,accB,barrier,dF_op,wmove,epochs,status
pair,4,mup,tanh,128,,1,2,,0.9812,0.9795,0.0509,,,30,ok
pair,4,mup,tanh,128,,1,3,,0.9812,0.9783,0.0634,,,30,ok
pair,4,mup,tanh,128,,1,4,,0.9812,0.9787,0.0702,,,30,ok
pair,4,mup,tanh,128,,2,3,,0.9795,0.9783,0.0581,,,30,ok
pair,4,mup,tanh,128,,2,4,,0.9795,0.9787,0.0737,,,30,ok
pair,4,mup,tanh,128,,3,4,,0.9783,0.9787,0.0471,,,30,ok
net,4,mup,tanh,256,0,,,0.9833,,,,0.003488,1.6972,30,ok
net,4,mup,tanh,256,1,,,0.9827,,,,0.003649,1.7389,30,ok
net,4,mup,tanh,256,2,,,0.9831,,,,0.002549,1.7172,30,ok
net,4,mup,tanh,256,3,,,0.982,,,,0.005118,1.7317,30,ok
net,4,mup,tanh,256,4,,,0.983,,,,0.002801,1.7439,30,ok
pair,4,mup,tanh,256,,0,1,,0.9833,0.9827,0.0295,,,30,ok
pair,4,mup,tanh,256,,0,2,,0.9833,0.9831,0.0213,,,30,ok
pair,4,mup,tanh,256,,0,3,,0.9833,0.982,0.0294,,,30,ok
pair,4,mup,tanh,256,,0,4,,0.9833,0.983,0.027,,,30,ok
pair,4,mup,tanh,256,,1,2,,0.9827,0.9831,0.0256,,,30,ok
pair,4,mup,tanh,256,,1,3,,0.9827,0.982,0.0308,,,30,ok
pair,4,mup,tanh,256,,1,4,,0.9827,0.983,0.0357,,,30,ok
pair,4,mup,tanh,256,,2,3,,0.9831,0.982,0.022,,,30,ok
pair,4,mup,tanh,256,,2,4,,0.9831,0.983,0.0247,,,30,ok
pair,4,mup,tanh,256,,3,4,,0.982,0.983,0.0263,,,30,ok
net,4,mup,tanh,512,0,,,0.9835,,,,0.000861,1.8319,30,ok
net,4,mup,tanh,512,1,,,0.9836,,,,0.000905,1.7613,30,ok
net,4,mup,tanh,512,2,,,0.9849,,,,0.000651,1.7395,30,ok
net,4,mup,tanh,512,3,,,0.9834,,,,0.001087,1.818,30,ok
net,4,mup,tanh,512,4,,,0.983,,,,0.000801,1.8079,30,ok
pair,4,mup,tanh,512,,0,1,,0.9835,0.9836,0.015,,,30,ok
pair,4,mup,tanh,512,,0,2,,0.9835,0.9849,0.0181,,,30,ok
pair,4,mup,tanh,512,,0,3,,0.9835,0.9834,0.0198,,,30,ok
pair,4,mup,tanh,512,,0,4,,0.9835,0.983,0.0162,,,30,ok
pair,4,mup,tanh,512,,1,2,,0.9836,0.9849,0.0121,,,30,ok
pair,4,mup,tanh,512,,1,3,,0.9836,0.9834,0.0194,,,30,ok
pair,4,mup,tanh,512,,1,4,,0.9836,0.983,0.0183,,,30,ok
pair,4,mup,tanh,512,,2,3,,0.9849,0.9834,0.024,,,30,ok
pair,4,mup,tanh,512,,2,4,,0.9849,0.983,0.0199,,,30,ok
pair,4,mup,tanh,512,,3,4,,0.9834,0.983,0.0184,,,30,ok
net,4,mup,tanh,1024,0,,,0.9846,,,,0.000206,1.8025,30,ok
net,4,mup,tanh,1024,1,,,0.9843,,,,0.000223,1.8971,30,ok
net,4,mup,tanh,1024,2,,,0.9845,,,,0.000282,1.912,30,ok
net,4,mup,tanh,1024,3,,,0.9833,,,,0.000235,1.8764,30,ok
net,4,mup,tanh,1024,4,,,0.9851,,,,0.000169,1.8237,30,ok
pair,4,mup,tanh,1024,,0,1,,0.9846,0.9843,0.0092,,,30,ok
pair,4,mup,tanh,1024,,0,2,,0.9846,0.9845,0.011,,,30,ok
pair,4,mup,tanh,1024,,0,3,,0.9846,0.9833,0.0115,,,30,ok
pair,4,mup,tanh,1024,,0,4,,0.9846,0.9851,0.0096,,,30,ok
pair,4,mup,tanh,1024,,1,2,,0.9843,0.9845,0.011,,,30,ok
pair,4,mup,tanh,1024,,1,3,,0.9843,0.9833,0.0148,,,30,ok
pair,4,mup,tanh,1024,,1,4,,0.9843,0.9851,0.0116,,,30,ok
pair,4,mup,tanh,1024,,2,3,,0.9845,0.9833,0.0111,,,30,ok
pair,4,mup,tanh,1024,,2,4,,0.9845,0.9851,0.0124,,,30,ok
pair,4,mup,tanh,1024,,3,4,,0.9833,0.9851,0.0118,,,30,ok
net,4,mup,tanh,2048,0,,,0.9843,,,,6.8e-05,1.8985,30,ok
net,4,mup,tanh,2048,1,,,0.9856,,,,5.8e-05,1.9467,30,ok
net,4,mup,tanh,2048,2,,,0.9846,,,,7.1e-05,1.926,30,ok
net,4,mup,tanh,2048,3,,,0.9848,,,,7.9e-05,1.938,30,ok
net,4,mup,tanh,2048,4,,,0.9849,,,,0.000102,1.9703,30,ok
pair,4,mup,tanh,2048,,0,1,,0.9843,0.9856,0.0061,,,30,ok
pair,4,mup,tanh,2048,,0,2,,0.9843,0.9846,0.0072,,,30,ok
pair,4,mup,tanh,2048,,0,3,,0.9843,0.9848,0.0075,,,30,ok
pair,4,mup,tanh,2048,,0,4,,0.9843,0.9849,0.0063,,,30,ok
pair,4,mup,tanh,2048,,1,2,,0.9856,0.9846,0.007,,,30,ok
pair,4,mup,tanh,2048,,1,3,,0.9856,0.9848,0.0089,,,30,ok
pair,4,mup,tanh,2048,,1,4,,0.9856,0.9849,0.0077,,,30,ok
pair,4,mup,tanh,2048,,2,3,,0.9846,0.9848,0.0071,,,30,ok
pair,4,mup,tanh,2048,,2,4,,0.9846,0.9849,0.0079,,,30,ok
pair,4,mup,tanh,2048,,3,4,,0.9848,0.9849,0.0065,,,30,ok
net,4,mup,tanh,4096,0,,,0.986,,,,3.6e-05,1.9947,30,ok
net,4,mup,tanh,4096,1,,,0.9856,,,,2.8e-05,1.9693,30,ok
net,4,mup,tanh,4096,2,,,0.9862,,,,3.8e-05,1.9465,30,ok
net,4,mup,tanh,4096,3,,,0.9852,,,,3e-05,1.9793,30,ok
net,4,mup,tanh,4096,4,,,0.9855,,,,3.4e-05,1.965,30,ok
pair,4,mup,tanh,4096,,0,1,,0.986,0.9856,0.0051,,,30,ok
pair,4,mup,tanh,4096,,0,2,,0.986,0.9862,0.0048,,,30,ok
pair,4,mup,tanh,4096,,0,3,,0.986,0.9852,0.006,,,30,ok
pair,4,mup,tanh,4096,,0,4,,0.986,0.9855,0.0055,,,30,ok
pair,4,mup,tanh,4096,,1,2,,0.9856,0.9862,0.0054,,,30,ok
pair,4,mup,tanh,4096,,1,3,,0.9856,0.9852,0.005,,,30,ok
pair,4,mup,tanh,4096,,1,4,,0.9856,0.9855,0.0048,,,30,ok
pair,4,mup,tanh,4096,,2,3,,0.9862,0.9852,0.0054,,,30,ok
pair,4,mup,tanh,4096,,2,4,,0.9862,0.9855,0.0048,,,30,ok
pair,4,mup,tanh,4096,,3,4,,0.9852,0.9855,0.0059,,,30,ok
